Site ID,Date Collected,Quadrat Number,Size mm,Alive/Dead,Number of Drill Holes,Presence of Boring Sponge,Collected for Disease Testing,New Recruit
Nin-4S,5/3/2016 0:00:00,6,22,8,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,34,8,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,25,8,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,30,8,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,38,8,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,42,9,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,34,9,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,32,8,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,30,8,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,30,8,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,24,8,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,33,8,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,36,9,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,16,9,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,29,9,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,36,9,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,31,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,10,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,24,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,43,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,25,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,15,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,23,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,27,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,36,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,17,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,33,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,32,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,20,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,41,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,20,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,35,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,39,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,24,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,24,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,25,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,30,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,28,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,16,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,31,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,26,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,35,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,33,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,24,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,11,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,19,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,20,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,36,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,34,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,38,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,37,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,31,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,28,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,30,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,25,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,35,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,27,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,20,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,10,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,19,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,23,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,30,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,28,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,27,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,16,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,27,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,25,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,31,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,18,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,10,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,8,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,17,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,27,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,20,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,33,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,12,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,17,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,2,18,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,40,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,18,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,10,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,13,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,10,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,41,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,25,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,36,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,35,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,26,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,34,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,26,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,37,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,43,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,46,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,30,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,25,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,24,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,27,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,46,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,30,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,32,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,35,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,34,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,25,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,27,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,26,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,25,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,16,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,32,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,33,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,37,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,39,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,23,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,20,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,20,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,19,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,20,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,24,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,19,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,23,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,29,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,40,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,30,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,28,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,30,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,37,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,34,8,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,35,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,35,9,0,0,0,0
Nin-1S,5/11/2016 0:00:00,4,16,9,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,32,8,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,24,8,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,18,8,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,39,8,0,0,0,0
Nin-4S,5/3/2016 0:00:00,6,24,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,15,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,34,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,35,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,30,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,32,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,22,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,36,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,24,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,36,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,35,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,25,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,26,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,38,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,37,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,43,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,46,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,25,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,31,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,15,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,34,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,33,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,36,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,28,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,35,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,22,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,31,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,26,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,30,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,28,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,31,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,36,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,35,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,29,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,22,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,26,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,21,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,1,12,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,28,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,37,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,68,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,81,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,45,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,40,8,0,1,0,0
Nin-4S,10/19/2016 0:00:00,5,44,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,76,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,70,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,73,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,56,8,0,1,0,0
Nin-4S,10/19/2016 0:00:00,5,70,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,62,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,65,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,52,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,50,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,51,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,68,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,59,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,52,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,35,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,31,9,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,30,9,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,31,9,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,66,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,58,9,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,68,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,64,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,56,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,43,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,45,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,35,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,36,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,21,9,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,25,9,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,25,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,48,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,40,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,56,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,31,9,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,66,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,55,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,40,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,29,9,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,24,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,35,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,44,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,33,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,31,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,20,9,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,46,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,51,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,45,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,54,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,45,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,35,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,33,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,6,40,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,64,8,0,1,0,0
Nin-4S,10/19/2016 0:00:00,7,41,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,60,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,84,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,68,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,73,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,76,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,65,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,64,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,60,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,44,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,60,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,76,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,62,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,45,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,67,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,62,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,54,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,56,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,50,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,61,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,72,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,7,50,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,8,32,9,0,0,0,0
Nin-4S,10/19/2016 0:00:00,8,34,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,8,45,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,8,55,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,8,45,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,8,70,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,8,66,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,8,65,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,8,55,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,8,67,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,8,70,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,1,53,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,1,80,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,1,37,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,1,49,9,0,0,0,0
Nin-3S,10/19/2016 0:00:00,1,50,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,1,60,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,1,58,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,1,59,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,1,67,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,1,75,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,1,65,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,1,70,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,1,68,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,1,32,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,1,55,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,1,53,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,2,59,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,2,70,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,2,55,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,2,35,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,2,33,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,2,41,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,2,71,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,2,75,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,2,82,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,2,58,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,2,75,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,2,71,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,2,70,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,53,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,39,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,76,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,67,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,19,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,29,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,33,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,37,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,34,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,34,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,16,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,12,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,19,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,29,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,29,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,13,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,26,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,37,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,31,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,29,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,26,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,38,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,39,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,37,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,43,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,31,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,29,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,22,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,18,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,35,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,37,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,29,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,21,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,31,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,15,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,18,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,22,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,24,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,31,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,9,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,24,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,22,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,21,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,25,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,18,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,39,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,49,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,24,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,31,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,29,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,22,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,28,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,36,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,41,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,43,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,39,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,38,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,28,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,31,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,26,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,16,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,25,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,27,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,45,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,35,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,38,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,40,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,38,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,33,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,27,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,25,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,40,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,42,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,27,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,23,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,38,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,39,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,26,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,35,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,41,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,21,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,19,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,36,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,36,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,32,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,31,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,40,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,26,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,29,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,34,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,29,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,36,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,42,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,17,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,31,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,31,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,25,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,31,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,39,8,0,0,0,0
