Site ID,Date Collected,Quadrat Number,Size mm,Alive/Dead,Number of Drill Holes,Presence of Boring Sponge,Collected for Disease Testing,New Recruit
Nin-2S,5/20/2016 0:00:00,6,24,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,26,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,21,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,46,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,35,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,31,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,29,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,35,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,39,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,40,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,40,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,39,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,35,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,54,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,36,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,29,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,27,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,41,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,29,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,6,29,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,1,17,9,0,0,0,0
Nin-2S,10/18/2016 0:00:00,1,14,9,0,0,0,0
Nin-2S,10/18/2016 0:00:00,1,33,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,1,17,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,1,57,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,1,30,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,1,56,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,1,46,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,1,45,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,1,47,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,31,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,31,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,21,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,26,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,27,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,21,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,25,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,28,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,35,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,31,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,31,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,29,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,12,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,26,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,35,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,22,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,35,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,27,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,36,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,18,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,23,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,24,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,31,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,26,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,20,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,34,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,36,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,22,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,36,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,32,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,32,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,36,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,31,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,40,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,27,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,21,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,30,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,35,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,27,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,25,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,23,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,25,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,22,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,15,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,25,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,18,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,16,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,25,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,30,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,30,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,22,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,23,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,34,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,30,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,22,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,36,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,26,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,2,28,9,0,0,0,0
Nin-2S,5/20/2016 0:00:00,3,33,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,3,34,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,3,19,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,29,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,33,8,0,0,0,0
Nin-2S,5/20/2016 0:00:00,4,34,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,59,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,80,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,70,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,36,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,34,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,25,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,87,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,60,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,82,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,32,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,77,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,41,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,66,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,71,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,57,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,20,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,61,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,47,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,82,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,68,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,54,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,86,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,55,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,75,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,65,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,42,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,60,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,88,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,53,9,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,82,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,50,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,72,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,45,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,50,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,40,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,49,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,73,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,3,60,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,56,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,65,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,80,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,33,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,87,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,65,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,38,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,75,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,80,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,80,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,78,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,68,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,70,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,65,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,32,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,45,9,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,60,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,84,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,47,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,76,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,66,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,48,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,62,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,71,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,48,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,62,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,71,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,48,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,55,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,65,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,62,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,43,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,50,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,50,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,48,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,75,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,48,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,47,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,46,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,65,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,4,0,45,8,0,0,0
Nin-3S,10/19/2016 0:00:00,4,0,39,8,0,0,0
Nin-3S,10/19/2016 0:00:00,5,78,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,25,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,36,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,38,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,31,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,35,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,34,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,73,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,75,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,55,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,26,9,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,63,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,66,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,96,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,59,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,51,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,60,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,87,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,70,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,17,9,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,30,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,64,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,71,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,70,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,86,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,45,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,42,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,37,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,48,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,75,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,30,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,50,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,40,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,34,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,65,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,64,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,85,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,72,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,80,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,55,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,27,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,80,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,65,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,33,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,30,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,87,8,0,1,0,0
Nin-3S,10/19/2016 0:00:00,5,46,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,68,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,89,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,90,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,70,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,5,80,8,0,1,0,0
Nin-3S,10/19/2016 0:00:00,5,36,9,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,75,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,50,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,32,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,65,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,60,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,40,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,27,9,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,53,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,38,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,40,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,37,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,78,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,45,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,68,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,66,8,0,1,0,0
Nin-3S,10/19/2016 0:00:00,6,49,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,75,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,67,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,81,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,57,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,50,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,80,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,15,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,60,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,70,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,47,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,50,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,46,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,45,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,53,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,50,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,56,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,55,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,54,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,37,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,54,8,0,0,0,0
Nin-3S,10/19/2016 0:00:00,6,34,9,0,0,0,0
Nin-2S,10/18/2016 0:00:00,1,58,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,1,16,9,0,0,0,0
Nin-2S,10/18/2016 0:00:00,1,36,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,1,42,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,1,40,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,1,56,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,1,52,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,1,47,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,53,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,30,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,25,9,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,12,9,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,12,9,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,15,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,23,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,19,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,40,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,23,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,44,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,36,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,36,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,25,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,23,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,40,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,38,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,27,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,35,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,36,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,37,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,47,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,25,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,2,44,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,52,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,26,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,26,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,73,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,46,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,62,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,57,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,31,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,47,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,16,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,30,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,32,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,20,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,62,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,12,9,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,11,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,12,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,72,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,36,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,55,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,53,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,54,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,64,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,59,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,51,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,48,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,60,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,65,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,68,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,14,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,59,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,54,8,0,1,0,0
Nin-2S,10/18/2016 0:00:00,4,62,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,35,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,47,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,68,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,73,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,38,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,75,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,46,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,82,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,40,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,45,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,72,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,27,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,24,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,29,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,45,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,44,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,48,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,46,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,45,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,4,50,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,57,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,52,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,30,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,52,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,52,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,50,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,27,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,41,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,62,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,50,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,60,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,31,9,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,69,9,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,48,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,65,9,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,65,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,55,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,62,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,33,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,37,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,50,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,51,9,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,64,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,45,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,56,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,54,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,55,8,0,0,0,0
Nin-2S,10/18/2016 0:00:00,6,36,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,40,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,25,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,16,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,26,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,40,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,43,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,15,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,48,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,77,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,51,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,53,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,52,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,20,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,91,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,68,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,58,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,50,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,86,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,89,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,24,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,24,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,68,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,40,8,0,0,0,0
